epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,61016.8,1.26128,0.74113,0.99537,0.61363,0.40164,0.44247,0.25271,1.41094,0.86224,1.02701,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,61493,1.25768,0.73498,0.98996,0.61368,0.40082,0.44259,0.25313,1.41063,0.86195,1.02688,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,61968.4,1.25449,0.7338,0.99247,0.61576,0.40034,0.44323,0.25298,1.41081,0.86206,1.02687,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,62443.8,1.25067,0.72917,0.98917,0.62158,0.40008,0.44345,0.25319,1.41111,0.86213,1.02705,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,62919.4,1.25483,0.73135,0.98799,0.61966,0.40098,0.44391,0.25299,1.41112,0.86234,1.02707,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,63394.5,1.25036,0.73182,0.98892,0.62131,0.4011,0.44306,0.25238,1.41146,0.86247,1.02721,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,63869.9,1.25046,0.73149,0.99044,0.62543,0.39924,0.44258,0.25189,1.41171,0.86228,1.02742,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,64345,1.24171,0.72172,0.98786,0.61956,0.40155,0.44264,0.25242,1.41156,0.86224,1.02738,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,64820.3,1.24331,0.72534,0.98618,0.62033,0.40161,0.44277,0.25223,1.41165,0.86203,1.02727,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,65295.5,1.24212,0.72219,0.98588,0.61711,0.40232,0.44232,0.25199,1.41174,0.86255,1.02723,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,65771,1.24127,0.7216,0.98648,0.61704,0.40171,0.44211,0.25207,1.41139,0.86244,1.0271,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,66247.8,1.23598,0.7181,0.9827,0.60962,0.40522,0.44375,0.25238,1.41155,0.86229,1.02712,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,66724.4,1.23009,0.71545,0.98356,0.61763,0.40109,0.44192,0.25205,1.41172,0.86254,1.02702,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,67200.2,1.23123,0.71252,0.98158,0.61499,0.4017,0.44178,0.25245,1.41149,0.86296,1.02702,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,67675.9,1.23399,0.71697,0.98453,0.62109,0.39929,0.44183,0.25251,1.41177,0.86357,1.02706,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,68151.3,1.23252,0.71312,0.98332,0.61118,0.40299,0.44205,0.25256,1.41163,0.86321,1.02697,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,68632.2,1.22947,0.71168,0.98124,0.61863,0.40049,0.44136,0.25224,1.41159,0.86379,1.0268,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,69107.7,1.22728,0.71343,0.98342,0.61819,0.39953,0.4407,0.25207,1.4119,0.86389,1.02671,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,69583.9,1.21969,0.70449,0.97909,0.62356,0.39914,0.44072,0.25214,1.41211,0.86404,1.02691,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,70059.3,1.22364,0.7062,0.97922,0.63193,0.39726,0.44066,0.25201,1.41241,0.86415,1.02697,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,70536.5,1.22222,0.7069,0.97982,0.63396,0.39731,0.44074,0.25184,1.41226,0.86417,1.02689,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,71012.8,1.22181,0.70626,0.97844,0.63578,0.39724,0.44086,0.25139,1.41221,0.86452,1.02687,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,71490.3,1.2158,0.70156,0.97732,0.63818,0.39681,0.4408,0.25133,1.4125,0.8646,1.02706,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,71966.2,1.21842,0.70264,0.97868,0.63796,0.39676,0.44044,0.25117,1.41279,0.86507,1.02723,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,72442.3,1.21572,0.69854,0.97585,0.63698,0.39697,0.44034,0.25116,1.41299,0.86535,1.02729,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,72917.1,1.20491,0.69385,0.97309,0.63378,0.3974,0.44018,0.25116,1.41311,0.86543,1.0273,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,73392.4,1.2134,0.69754,0.97671,0.63539,0.39706,0.44005,0.25109,1.41362,0.86635,1.02731,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,73867.6,1.20198,0.69039,0.97369,0.63531,0.39723,0.43971,0.25113,1.41381,0.86686,1.02734,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,74343,1.20637,0.6937,0.97548,0.63453,0.39791,0.43953,0.25092,1.4139,0.86724,1.0274,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,74818.4,1.20611,0.69222,0.97263,0.63317,0.3976,0.43941,0.25053,1.41401,0.86775,1.02747,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,75294,1.20013,0.68928,0.97249,0.63174,0.39788,0.43936,0.25036,1.41428,0.86773,1.02761,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,75769.6,1.19876,0.68721,0.97088,0.63242,0.3979,0.43948,0.25035,1.41436,0.86833,1.0274,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,76244.7,1.19578,0.683,0.96994,0.63298,0.39804,0.43918,0.25026,1.4142,0.86852,1.02736,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,76719.9,1.19309,0.68201,0.9682,0.63475,0.39644,0.43886,0.25008,1.41454,0.86901,1.02728,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,77195.3,1.19501,0.6842,0.96824,0.62775,0.39839,0.43866,0.24933,1.41437,0.86933,1.02725,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,77670.5,1.19075,0.67902,0.968,0.62967,0.39609,0.43874,0.24912,1.41466,0.86943,1.02732,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,78145.6,1.19585,0.68418,0.97037,0.6286,0.39602,0.43847,0.24914,1.41478,0.86972,1.02733,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,78620.6,1.18859,0.68007,0.97002,0.63092,0.39596,0.43827,0.24958,1.41511,0.87027,1.02741,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,79095.5,1.18711,0.67928,0.96925,0.63036,0.39641,0.43813,0.24865,1.41509,0.87062,1.02731,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,79571,1.18596,0.67574,0.9667,0.62187,0.39924,0.4376,0.24874,1.41503,0.87145,1.02714,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,80046.7,1.18065,0.6753,0.96446,0.61585,0.40196,0.43833,0.24892,1.41536,0.87099,1.02729,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,80522.2,1.17429,0.66699,0.96383,0.63239,0.3957,0.43786,0.24914,1.41513,0.87072,1.02715,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,80998.2,1.17971,0.67093,0.96413,0.62892,0.39643,0.43821,0.24954,1.41546,0.87136,1.02716,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,81474,1.181,0.67189,0.96514,0.63057,0.39597,0.43764,0.24904,1.41533,0.87162,1.02715,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,81950,1.17699,0.67017,0.96202,0.62378,0.39927,0.43796,0.24932,1.41547,0.87232,1.02716,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,82426,1.17521,0.66719,0.96128,0.62232,0.39905,0.43767,0.24936,1.41602,0.87268,1.02734,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,82901.5,1.17001,0.66603,0.96122,0.61985,0.3988,0.43741,0.24908,1.41632,0.87316,1.02739,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,83376.7,1.16889,0.66252,0.96047,0.61298,0.40157,0.43726,0.24887,1.41662,0.87381,1.02741,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,83855.1,1.16722,0.66194,0.95984,0.61825,0.39973,0.43651,0.2482,1.4169,0.87457,1.0275,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,84330.8,1.17046,0.66226,0.95987,0.62568,0.39698,0.43632,0.24779,1.41725,0.87533,1.02742,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,84806.5,1.16107,0.65787,0.95712,0.6261,0.39656,0.43639,0.24768,1.4176,0.87568,1.02752,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,85281.9,1.15972,0.65387,0.9578,0.62518,0.39699,0.436,0.24764,1.41813,0.87634,1.02763,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,85757.5,1.15935,0.65786,0.95955,0.62202,0.39764,0.43584,0.24729,1.41795,0.87682,1.02763,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,86233.3,1.15703,0.65341,0.95546,0.6064,0.40582,0.43571,0.24677,1.4186,0.87715,1.02767,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,86711.9,1.15846,0.65716,0.95781,0.6017,0.40795,0.43638,0.24705,1.4188,0.87775,1.02772,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,87187.1,1.15886,0.65447,0.95597,0.60116,0.40909,0.43712,0.24698,1.41859,0.87817,1.02758,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,87662.4,1.15458,0.65128,0.9551,0.59582,0.41062,0.4365,0.24687,1.41851,0.87866,1.02756,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,88137.6,1.15506,0.65308,0.95598,0.59474,0.41091,0.43643,0.24698,1.41883,0.87948,1.02753,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,88613.4,1.15196,0.65035,0.95496,0.59911,0.40766,0.43654,0.24684,1.41894,0.87998,1.02742,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,89089.1,1.15037,0.64965,0.95404,0.59763,0.40881,0.43615,0.2472,1.41912,0.88063,1.0274,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,89564.4,1.14925,0.64814,0.95448,0.59967,0.40753,0.43612,0.24666,1.41941,0.8813,1.02743,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,90041.4,1.14687,0.64757,0.95256,0.59843,0.40831,0.43584,0.24698,1.41917,0.88179,1.02736,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,90518.1,1.14433,0.64411,0.95382,0.59976,0.40931,0.43553,0.24693,1.41922,0.88231,1.02731,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,90990.9,1.04744,0.54482,0.91401,0.59954,0.40797,0.43537,0.24645,1.41974,0.88323,1.02739,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
