epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,62697.4,1.08591,0.61396,0.9275,0.75594,0.54571,0.61986,0.38454,1.06724,0.62363,0.91169,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,63171.6,1.08316,0.61337,0.92736,0.75697,0.54552,0.6198,0.3843,1.06735,0.62393,0.91169,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,63645.9,1.08411,0.61267,0.92722,0.75632,0.5462,0.61949,0.38401,1.06739,0.62381,0.9117,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,64119.9,1.07077,0.60632,0.92546,0.75619,0.54614,0.61891,0.38314,1.06748,0.62403,0.91172,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,64594.1,1.07597,0.60765,0.92553,0.75716,0.54576,0.61882,0.38358,1.06749,0.62442,0.91169,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,65068.6,1.07627,0.60638,0.92503,0.75432,0.54672,0.61896,0.38305,1.06759,0.62461,0.9117,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,65542.9,1.07344,0.60544,0.92524,0.75337,0.54754,0.61868,0.38381,1.06748,0.62464,0.91163,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,66017.1,1.07288,0.60421,0.9247,0.75262,0.54787,0.61803,0.3833,1.06722,0.62461,0.91161,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,66491.5,1.06813,0.60259,0.92434,0.75294,0.54774,0.61814,0.38337,1.06763,0.62451,0.91167,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,66966.3,1.06535,0.59952,0.92258,0.75303,0.54754,0.61776,0.38353,1.06742,0.62471,0.91161,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,67440.8,1.06751,0.60091,0.92475,0.75414,0.54742,0.61764,0.38322,1.06768,0.6245,0.91167,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,67915.1,1.06773,0.59841,0.92301,0.75404,0.54739,0.61789,0.38318,1.06757,0.62488,0.91158,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,68389.3,1.06509,0.59603,0.92141,0.75199,0.54874,0.61742,0.38286,1.06816,0.6251,0.91162,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,68863.8,1.0631,0.5985,0.92256,0.75406,0.54742,0.6172,0.38313,1.06803,0.62475,0.91166,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,69338.5,1.05988,0.59653,0.92046,0.75419,0.54734,0.61804,0.38347,1.06821,0.62495,0.91173,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,69813.2,1.06349,0.59681,0.92023,0.75933,0.54835,0.6182,0.38311,1.06825,0.62489,0.91166,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,70287.6,1.05912,0.5957,0.92034,0.76075,0.54874,0.6182,0.38306,1.0683,0.62498,0.9116,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,70761.8,1.05955,0.59409,0.91921,0.75678,0.55133,0.61807,0.38303,1.06838,0.6248,0.91161,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,71236.9,1.05461,0.59005,0.91747,0.75645,0.552,0.61819,0.38322,1.06849,0.62503,0.9116,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,71711.6,1.05687,0.59135,0.91971,0.75603,0.55156,0.61858,0.38334,1.0685,0.62475,0.91172,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,72185.9,1.05523,0.58913,0.91814,0.75654,0.55046,0.6186,0.38334,1.06854,0.62492,0.91176,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,72660.1,1.04803,0.58506,0.91662,0.7577,0.54994,0.61832,0.38235,1.06863,0.62495,0.91172,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,73134.7,1.05356,0.58884,0.91873,0.7497,0.55101,0.61811,0.38232,1.06853,0.62476,0.91171,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,73608.8,1.04268,0.58152,0.91647,0.75853,0.5481,0.61822,0.38219,1.06879,0.62528,0.91178,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,74083.3,1.04839,0.58615,0.91879,0.75606,0.54744,0.61786,0.38168,1.06888,0.62501,0.91181,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,74557.8,1.04929,0.58553,0.91645,0.75565,0.54883,0.61794,0.38233,1.06871,0.62496,0.91176,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,75032.2,1.04484,0.58352,0.91686,0.75167,0.55007,0.61742,0.38185,1.06897,0.62526,0.91187,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,75506.5,1.04182,0.58053,0.91529,0.75353,0.55091,0.61751,0.3814,1.06911,0.62577,0.91185,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,75981,1.0416,0.5794,0.91463,0.7552,0.55034,0.61714,0.38118,1.06935,0.6261,0.91191,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,76455.5,1.03819,0.57652,0.91256,0.75662,0.54993,0.61725,0.38123,1.06944,0.6266,0.91188,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,76929.6,1.03884,0.57681,0.91356,0.75508,0.54953,0.61642,0.38111,1.06954,0.62697,0.91191,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,77403.9,1.03662,0.57439,0.91267,0.75253,0.5515,0.61542,0.3806,1.06949,0.62745,0.91187,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,77878.3,1.03883,0.57784,0.91378,0.74484,0.55285,0.61479,0.38075,1.06965,0.6275,0.91188,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,78352.5,1.03354,0.57519,0.91427,0.7478,0.55619,0.6158,0.38096,1.06969,0.62765,0.91189,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,78826.9,1.03105,0.57222,0.91306,0.74688,0.55614,0.61516,0.3803,1.06988,0.62798,0.91186,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,79301.1,1.03356,0.57389,0.91182,0.73965,0.55785,0.61457,0.38029,1.06997,0.62841,0.91187,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,79775.5,1.02803,0.57123,0.91144,0.7394,0.55718,0.61411,0.37995,1.07011,0.62868,0.9119,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,80249.8,1.0213,0.565,0.90856,0.73947,0.55692,0.61367,0.37986,1.07034,0.62881,0.91201,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,80723.7,1.02699,0.56815,0.90939,0.74056,0.55575,0.61346,0.37953,1.07065,0.62912,0.9121,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,81198,1.02972,0.56959,0.90915,0.73648,0.55356,0.61242,0.37846,1.07064,0.62958,0.91212,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,81672.3,1.02519,0.56517,0.90883,0.73769,0.55259,0.61221,0.37822,1.07102,0.63014,0.91212,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,82146.4,1.02385,0.56619,0.90861,0.73736,0.55354,0.612,0.37803,1.07091,0.63045,0.91213,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,82620.3,1.01845,0.5642,0.90942,0.74049,0.55331,0.61259,0.37783,1.07096,0.63086,0.91215,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,83094.2,1.01764,0.56091,0.90775,0.74077,0.55361,0.61221,0.37754,1.07108,0.63106,0.91212,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,83568.2,1.01576,0.561,0.90611,0.74104,0.55333,0.6119,0.37727,1.07113,0.63143,0.91204,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,84042,1.0177,0.55988,0.90717,0.73799,0.55422,0.61184,0.37712,1.07117,0.63163,0.91202,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,84516.6,1.01361,0.55912,0.90525,0.74096,0.55287,0.61208,0.37705,1.0716,0.63232,0.91222,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,84990.8,1.00991,0.55528,0.90493,0.74523,0.54871,0.61148,0.37749,1.07166,0.63267,0.91216,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,85464.9,1.00918,0.55712,0.90526,0.74456,0.54831,0.612,0.37767,1.07231,0.63359,0.91224,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,85938.9,1.01157,0.55504,0.90444,0.74304,0.5488,0.61078,0.37657,1.07236,0.63387,0.91222,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,86413.1,1.01257,0.55894,0.90627,0.73952,0.54959,0.61024,0.37666,1.07293,0.63461,0.91241,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,86887.4,1.00914,0.55545,0.90448,0.73647,0.55066,0.60996,0.37646,1.07268,0.63484,0.91236,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
